date,no_negative,novelty,transience,resonance,nsigma,tsigma,rsigma
2021-03-22,"[0.4596110172149577, 0.5403889827850423]",0.000193410063239666,4.637072562242023e-05,0.00014703933761724578,9.037994199440915e-05,1.9118939029364238e-05,5.474944051188669e-05
2021-03-23,"[0.46645189429429246, 0.5335481057057075]",8.262456299023564e-05,0.0001587305224642849,-7.610595947404927e-05,6.267795678979625e-05,0.00021318063545015334,0.0001379292961199748
2021-03-24,"[0.4714418318552527, 0.5285581681447472]",5.75618613990531e-05,0.00010814033671711275,-5.057847531805965e-05,3.284904931225371e-05,0.00015052979115047193,9.168942023136282e-05
2021-03-25,"[0.46910141310985476, 0.5308985868901454]",1.717921602645759e-05,0.00012796433042727752,-0.00011078511440081993,1.9861844208590266e-05,0.00018045289439638006,0.00010015736930248517
2021-03-26,"[0.4967660990443542, 0.5032339009556458]",0.00038811668562875194,0.0009794748177306765,-0.0005913581321019246,5.691595761839698e-05,0.0008690478326919801,0.00046298189515518853
2021-03-27,"[0.4702998029398721, 0.5297001970601278]",0.00011734297548276286,0.0014421682072145437,-0.0013248252317317809,0.00016497572108254156,0.0020315508779664908,0.0010982632995245162
2021-03-28,"[0.4692378631308295, 0.5307621368691704]",0.00012665459214753622,0.001484429146014675,-0.0013577745538671387,0.00017871000776060396,0.002071798169688371,0.0011252540887244876
2021-03-29,"[0.5630809349864337, 0.4369190650135663]",0.0036459943147461975,0.003620414300696003,2.5580014050194475e-05,0.001017351471373127,0.00032818605408797716,0.0006727687627305521
2021-03-30,"[0.4749252639562111, 0.5250747360437887]",0.001307792814670263,0.00010053501635120176,0.0012072577983190612,0.0018304406287396172,0.00011545585400316868,0.000972948241371393
2021-03-31,"[0.4759614623805863, 0.5240385376194137]",0.0012762546526315928,0.00013326893133303223,0.0011429857212985606,0.001788507655310564,0.00011055992447506769,0.0009495337898928159
2021-04-01,"[0.48372107828646127, 0.5162789217135387]",0.0010760563336124985,0.00023893866194661258,0.0008371176716658858,0.0014730543860169711,0.00020564546019540117,0.0008393499231061862
2021-04-02,"[0.45208249451433197, 0.5479175054856681]",0.00035052936994937195,0.00022002402359686037,0.00013050534635251158,0.00010802671666333725,0.00023053964493627827,0.00016928318079980777
2021-04-03,"[0.46309860129371844, 0.5369013987062816]",0.00011913909161327342,0.00014716184933395588,-2.802275772068246e-05,6.715360684312134e-05,0.00010528776537008493,8.622068610660314e-05
2021-04-04,"[0.48506018794042416, 0.5149398120595757]",0.0002629149131572617,0.00018608241746844454,7.683249568881718e-05,0.00022304525944682582,0.0001310641278634098,0.0001770546936551178
2021-04-05,"[0.46233364880914424, 0.5376663511908558]",0.00010407100344997209,7.53801510060976e-05,2.8690852443874492e-05,0.00011163008944128447,9.877071292862859e-05,0.00010520040118495652
2021-04-06,"[0.4830372239901771, 0.5169627760098229]",0.00013879684291221274,0.00012793103110273404,1.0865811809478702e-05,9.690560865362226e-05,0.00010165089758611807,9.927825311987016e-05
2021-04-07,"[0.4607164677262781, 0.5392835322737218]",0.0001828157000228054,8.743933290063651e-05,9.537636712216888e-05,0.00012978417715192402,9.25720334135192e-05,0.00011117810528272161
2021-04-08,"[0.46676069266758485, 0.5332393073324151]",5.3671762718002974e-05,6.594845943407009e-05,-1.2276696716067118e-05,5.6062342953638395e-05,4.7283246187047644e-05,5.167279457034302e-05
2021-04-09,"[0.4815752802913748, 0.5184247197086251]",0.00010979725856098209,0.00020251199625680852,-9.271473769582643e-05,8.867905333820462e-05,0.0001353488635093198,0.0001120139584237622
2021-04-10,"[0.453578093791526, 0.5464219062084741]",0.00016891457074799023,7.666807436339876e-05,9.224649638459147e-05,0.00016088624976669951,2.0903560046690897e-05,9.08949049066952e-05
